temperatura,vibracao,corrente,tensao,rotacao,pressao,ruido,horas_operacao,carga_trabalho,status_maquina
74.75,0.89,13.3,215.92,2855.46,6.53,76.34,856.84,61.28,0
78.57,3.35,23.08,207.44,2650.91,5.86,79.89,2153.7,80.79,1
77.45,3.03,22.1,208.67,2643.98,5.57,86.27,2094.98,74.79,1
45.16,0.72,19.75,221.29,2938.33,7.29,72.05,572.39,62.48,0
43.27,1.78,11.55,224.21,2868.79,6.29,73.79,597.54,50.85,0
63.16,2.4,17.12,210.24,2932.19,6.31,71.97,667.89,52.0,0
44.56,1.11,19.23,216.38,2891.35,5.55,60.62,534.99,68.58,0
40.9,2.31,17.91,220.32,2780.1,7.85,63.26,747.3,47.79,0
92.26,3.72,22.57,200.87,2577.88,5.53,77.75,2002.58,70.26,1
71.72,1.33,21.8,212.11,2800.5,5.96,76.09,785.15,45.32,0
87.75,4.33,21.01,200.14,2752.04,4.85,82.49,1404.31,80.54,1
62.66,3.41,18.57,223.87,2879.28,5.79,69.51,152.25,60.74,0
51.6,1.95,12.35,219.16,2820.17,6.02,69.3,6.61,40.27,0
53.64,2.72,14.64,214.95,2898.84,7.68,60.86,462.56,45.54,0
81.49,4.37,23.03,200.66,2591.44,5.39,76.93,1059.97,85.19,1
56.89,2.37,10.12,212.92,2872.83,7.88,66.9,509.25,65.01,0
42.35,3.43,19.8,222.79,2984.49,5.71,66.94,85.24,47.38,0
41.4,1.37,12.49,213.57,2977.11,6.67,68.39,912.69,45.41,0
46.95,2.85,20.91,215.55,2937.82,7.74,75.23,219.38,73.47,0
67.93,1.69,20.98,218.0,2789.49,7.24,74.28,380.11,70.0,0
82.51,4.08,23.2,203.13,2642.18,5.24,74.73,1921.08,77.5,1
40.32,1.57,21.11,213.43,2908.59,6.06,65.79,1017.65,65.51,0
69.7,1.59,19.53,224.11,2905.8,7.35,74.49,1014.05,53.83,0
48.04,0.85,11.98,210.03,2929.68,7.33,69.27,193.64,42.92,0
44.17,2.04,14.19,215.62,2905.33,7.3,61.99,42.71,74.8,0
106.17,8.29,37.34,204.97,2217.7,4.04,96.34,2020.27,85.14,2
68.79,1.13,14.73,214.75,2850.04,5.88,69.06,961.97,55.45,0
74.23,3.32,26.53,209.07,2714.87,5.3,86.73,1765.52,83.85,1
48.83,3.37,21.08,216.86,2961.55,6.63,67.64,188.12,54.92,0
59.37,0.53,18.36,215.64,2985.65,7.54,70.58,302.62,47.13,0
61.73,1.56,20.1,217.07,2994.78,7.09,62.27,811.41,51.38,0
52.06,0.98,16.76,224.16,2750.96,6.1,76.89,205.3,43.96,0
50.59,3.08,20.29,221.47,2786.67,7.23,77.01,819.05,51.61,0
51.77,1.2,15.77,218.28,2907.94,6.14,77.08,203.71,73.8,0
68.76,2.81,17.16,215.06,2815.63,5.8,69.18,702.31,52.58,0
81.21,3.8,25.21,214.57,2659.51,6.22,81.92,1188.68,82.43,1
71.88,3.04,11.53,211.4,2897.32,6.83,64.79,1079.34,72.46,0
74.08,4.97,25.14,205.77,2556.3,6.18,74.16,1844.44,87.46,1
51.49,0.84,20.44,219.54,2791.18,6.57,65.17,884.15,55.87,0
52.85,0.56,11.21,217.44,2922.49,6.34,72.52,838.36,64.64,0
43.6,2.66,16.05,220.63,2812.24,6.31,66.02,30.89,51.94,0
80.32,5.15,21.76,214.72,2703.43,6.09,75.2,1220.15,83.65,1
58.27,2.49,14.57,220.79,2834.04,6.23,69.74,28.46,42.79,0
46.99,1.61,16.02,220.88,2778.31,6.52,68.73,648.99,68.64,0
54.63,2.2,17.79,215.25,2979.27,5.83,72.09,5.23,72.36,0
59.89,1.82,10.81,216.97,2955.18,7.04,74.98,592.81,44.15,0
63.42,1.95,15.02,215.37,2898.45,6.94,62.91,566.09,59.37,0
41.26,3.3,14.14,211.6,2872.96,7.42,63.99,323.39,48.5,0
52.68,2.98,18.42,216.89,2763.78,6.57,68.44,1114.27,62.44,0
51.43,2.74,19.68,222.87,2999.41,6.1,60.73,493.43,44.55,0
55.3,1.69,18.92,218.71,2847.03,5.93,64.08,690.6,54.82,0
104.95,7.85,36.67,195.5,2453.64,2.38,98.4,2308.62,88.09,2
49.34,2.02,19.33,222.87,2961.22,6.4,72.37,375.4,42.13,0
71.63,4.22,20.24,200.94,2776.61,4.78,81.45,1493.31,76.25,1
71.93,3.34,12.94,211.97,2825.57,7.74,77.5,1031.19,43.85,0
60.4,1.26,15.4,224.36,2849.76,7.6,63.39,806.95,74.2,0
94.82,3.32,20.51,213.18,2625.46,5.8,78.61,1469.75,74.72,1
49.38,2.93,10.66,218.07,2767.64,7.84,73.79,789.54,68.84,0
86.59,4.96,22.76,209.69,2587.65,6.37,79.36,1875.43,70.37,1
61.9,2.21,12.22,210.89,2901.09,7.41,69.42,272.13,63.33,0
63.14,1.73,20.74,212.44,2998.88,5.8,60.27,1068.02,48.57,0
52.06,0.68,13.24,221.53,2971.25,6.05,68.34,564.39,70.58,0
43.57,0.52,15.2,211.39,2937.1,7.79,67.81,310.45,55.2,0
70.37,4.2,22.33,206.74,2692.67,5.37,79.81,1879.27,82.35,1
62.68,0.56,17.85,219.28,2827.46,5.71,61.64,1107.87,64.12,0
72.85,2.49,10.92,215.32,2887.67,6.51,75.01,977.61,61.41,0
57.9,3.26,20.85,212.35,2841.66,7.05,62.87,1161.63,72.02,0
52.92,1.57,14.13,217.81,2860.17,7.7,69.1,609.31,44.84,0
51.58,2.76,13.95,212.07,2849.76,7.95,64.07,734.59,55.15,0
46.12,3.46,16.73,220.31,2831.35,5.74,77.57,343.51,54.83,0
92.45,5.02,24.08,210.95,2641.21,5.78,80.53,1227.92,82.63,1
66.83,2.25,19.38,221.28,2950.75,6.8,62.53,805.39,61.72,0
54.51,2.57,14.13,214.16,2999.17,7.38,71.6,426.35,41.72,0
71.32,1.3,14.93,223.48,2974.06,7.21,75.46,106.53,70.27,0
59.02,0.72,19.48,213.27,2919.26,7.51,70.11,889.06,63.17,0
63.59,0.69,12.53,222.14,2786.73,6.36,75.56,185.91,42.9,0
91.95,4.39,26.72,200.73,2574.5,4.59,76.59,1649.52,81.62,1
64.22,0.92,14.99,218.23,2850.68,6.8,77.94,162.26,63.64,0
65.64,1.71,10.82,221.76,2821.44,6.58,72.34,398.95,41.98,0
88.57,3.13,21.55,204.11,2686.9,4.79,75.88,2132.55,84.48,1
73.15,5.26,26.05,206.97,2736.09,5.74,85.24,1518.17,84.14,1
55.99,1.93,14.63,224.5,2924.29,5.71,75.53,576.67,42.41,0
71.51,2.88,18.12,220.19,2986.48,6.24,60.02,326.35,47.63,0
42.63,0.84,10.59,213.86,2783.92,6.15,66.93,1131.58,61.36,0
59.53,1.41,11.04,210.02,2862.4,7.59,70.3,1199.05,50.04,0
72.77,0.66,18.08,223.37,2950.97,5.96,65.33,860.46,42.95,0
70.67,1.1,10.94,221.82,2958.87,5.91,75.38,824.12,58.2,0
80.28,3.89,22.85,206.14,2686.05,5.59,80.96,1161.74,78.93,1
40.21,0.74,20.58,211.17,2926.7,7.8,64.87,444.59,59.91,0
61.2,3.39,17.07,217.07,2893.35,7.82,74.91,387.57,48.3,0
44.4,2.27,16.3,213.04,2862.97,7.49,70.63,116.3,59.18,0
89.99,4.85,22.98,205.01,2629.12,6.05,74.73,1015.39,84.32,1
48.16,3.35,21.5,211.47,2753.75,5.9,77.93,216.0,57.59,0
45.5,3.39,16.22,211.09,2906.71,6.13,74.47,981.39,74.26,0
43.65,3.45,20.32,220.32,2984.69,7.31,63.43,530.59,42.5,0
93.44,4.73,21.09,203.65,2760.55,4.92,75.02,1843.94,77.25,1
74.53,4.78,22.69,206.03,2745.82,6.43,75.77,1504.76,78.66,1
51.36,2.71,15.71,215.64,2848.62,6.65,74.13,1070.5,73.44,0
90.35,4.71,20.77,204.34,2627.45,5.0,81.21,1642.66,76.42,1
44.92,2.37,12.49,217.56,2886.22,6.21,77.07,1010.96,65.28,0
68.93,3.45,13.46,224.42,2847.37,6.46,66.13,649.69,45.4,0
74.71,3.76,20.65,202.16,2576.17,5.35,85.14,1169.66,72.35,1
86.09,4.32,25.12,201.22,2565.09,4.99,76.23,2046.14,73.95,1
105.94,8.11,25.1,193.45,2459.03,3.05,106.97,2582.55,97.2,2
63.69,2.99,13.54,210.21,2934.47,7.59,73.33,171.42,66.37,0
47.24,1.57,11.79,217.65,2865.15,7.75,76.74,460.28,57.21,0
50.03,1.6,11.01,210.78,2813.36,5.69,61.87,975.51,41.36,0
54.93,3.17,20.14,217.88,2922.88,7.71,68.92,375.9,66.38,0
119.69,5.12,32.86,190.54,2531.17,2.49,105.6,3685.55,88.32,2
57.34,1.78,21.47,213.22,2879.17,7.34,70.02,1114.83,53.23,0
40.41,3.49,13.37,220.02,2794.17,6.95,76.27,384.22,63.46,0
48.83,2.77,15.53,222.63,2932.12,7.44,71.81,212.91,59.08,0
51.69,0.82,12.87,224.24,2826.27,5.92,68.29,368.51,41.23,0
81.1,3.05,22.11,207.54,2564.04,5.48,86.98,1126.47,83.76,1
42.57,0.66,21.25,217.95,2903.73,6.71,61.69,921.71,66.15,0
80.19,5.47,20.39,202.13,2563.21,5.75,74.76,2003.73,79.21,1
55.97,1.01,13.21,217.64,2786.86,7.03,70.18,857.64,72.82,0
60.15,0.88,16.98,221.5,2851.6,7.7,71.68,1079.1,61.82,0
45.25,2.11,16.91,219.68,2754.24,7.9,60.8,171.67,40.49,0
51.91,1.93,13.55,217.72,2791.34,7.94,61.94,1118.33,71.98,0
43.56,2.02,12.65,210.58,2759.0,5.94,75.6,338.97,73.27,0
60.02,1.04,13.23,212.98,2811.71,6.27,69.99,705.59,54.93,0
50.63,3.26,13.85,213.78,2883.56,7.56,61.86,1131.62,67.83,0
66.53,2.78,13.75,216.16,2802.42,7.94,71.62,1121.45,50.62,0
57.17,3.05,18.47,217.36,2814.42,7.71,70.39,265.38,49.42,0
41.22,1.73,13.47,222.13,2950.09,6.64,70.92,725.11,68.95,0
56.16,3.26,18.34,220.93,2965.42,6.19,74.53,234.29,52.09,0
51.9,2.67,10.78,214.73,2884.87,7.48,65.74,751.07,71.01,0
58.81,0.65,10.03,213.67,2920.15,5.8,62.05,493.15,62.67,0
74.62,0.66,14.26,217.23,2875.78,6.29,73.13,1049.7,72.86,0
69.06,1.76,12.33,214.27,2876.29,6.83,74.5,949.62,60.35,0
69.91,2.55,10.63,221.74,2961.38,7.5,69.15,279.48,69.59,0
55.34,1.29,11.98,220.34,2878.64,6.0,65.75,710.17,42.53,0
58.1,0.75,21.81,220.0,2821.35,6.96,61.97,1159.0,46.12,0
85.32,4.46,23.83,209.61,2614.86,4.67,75.67,1269.5,79.0,1
47.67,1.83,17.41,221.55,2775.99,7.91,76.02,324.42,68.8,0
62.27,2.78,11.92,216.92,2752.33,6.12,73.08,1190.17,43.47,0
64.6,2.88,17.55,212.29,2927.54,7.19,60.44,494.1,51.65,0
74.62,1.0,10.56,221.69,2813.15,7.57,72.67,1134.81,54.31,0
65.32,0.91,20.03,212.32,2825.29,6.12,66.7,305.6,57.11,0
53.42,1.0,20.04,218.23,2797.3,7.3,69.2,725.18,56.13,0
43.99,2.43,20.01,218.66,2911.6,6.65,69.52,41.25,62.36,0
45.19,3.46,21.58,210.07,2987.95,7.1,75.62,545.69,58.05,0
41.16,0.74,14.76,211.99,2891.89,7.22,74.41,240.18,45.86,0
55.69,2.41,12.65,220.16,2943.06,6.68,71.12,547.59,71.29,0
43.19,2.44,14.96,216.08,2919.89,5.67,70.69,926.44,68.99,0
67.74,3.22,21.32,224.4,2880.36,7.94,73.63,194.01,56.69,0
77.0,5.15,22.05,213.66,2738.49,6.11,74.25,2155.37,83.08,1
69.57,2.78,17.51,211.97,2758.13,7.8,71.1,955.84,56.85,0
58.45,0.61,17.38,222.42,2789.38,6.99,70.68,197.02,44.32,0
64.73,2.33,13.75,214.07,2899.42,7.67,77.04,127.09,45.42,0
94.17,5.4,21.73,205.22,2773.89,6.43,80.21,1385.2,79.47,1
72.62,1.34,21.4,210.95,2900.75,5.64,76.09,635.77,63.43,0
76.15,3.9,26.93,210.26,2787.25,4.79,79.35,1665.68,71.38,1
59.87,2.24,15.88,219.67,2807.46,6.88,66.7,794.0,44.94,0
66.41,1.25,16.46,224.88,2964.38,5.74,72.71,414.7,40.24,0
41.2,1.99,11.86,212.74,2841.26,6.58,71.22,89.31,57.63,0
40.79,3.08,16.93,223.36,2899.24,7.53,67.73,899.83,71.96,0
56.33,0.66,10.45,220.76,2884.52,6.77,64.38,893.7,45.89,0
105.62,9.36,34.01,204.75,2212.58,3.82,103.29,4287.75,87.35,2
60.4,3.49,20.27,217.82,2765.91,7.58,70.78,137.92,43.29,0
91.0,5.25,22.47,203.55,2745.13,5.05,85.52,1508.49,82.02,1
102.89,10.87,30.47,195.04,2554.97,4.01,102.46,3994.51,97.97,2
73.8,1.15,19.73,212.96,2803.38,7.19,67.29,1117.85,43.12,0
64.92,2.98,11.21,213.6,2785.49,6.37,68.11,898.59,62.79,0
58.98,2.81,11.07,213.17,2875.53,5.55,64.55,620.88,40.52,0
48.24,1.98,20.98,213.18,2786.06,7.4,69.01,1094.14,45.13,0
68.15,2.48,14.78,217.7,2950.76,6.43,66.99,114.83,72.01,0
62.46,2.95,16.72,213.83,2815.64,5.6,65.5,893.52,41.66,0
40.83,2.43,17.29,218.2,2807.99,6.48,70.7,596.12,74.57,0
54.65,2.03,15.72,214.06,2757.29,7.01,67.12,358.41,70.34,0
43.04,1.73,14.47,213.9,2930.86,6.74,61.46,264.22,63.91,0
63.7,2.32,14.38,213.27,2997.01,6.64,72.39,168.66,57.0,0
71.93,1.13,17.48,219.47,2933.28,5.83,72.88,1090.84,46.29,0
63.84,2.65,17.29,211.33,2919.22,5.66,70.73,887.5,47.38,0
40.15,2.51,17.7,216.16,2872.41,6.54,60.43,402.45,46.2,0
53.27,1.51,10.23,211.87,2853.41,6.73,67.28,637.13,60.83,0
52.1,1.57,10.1,222.59,2758.0,7.85,76.06,642.63,59.03,0
66.57,0.81,16.17,217.63,2842.32,7.83,74.9,836.65,65.0,0
58.54,1.37,17.55,211.77,2913.74,6.21,60.0,152.32,72.68,0
91.77,4.96,23.97,211.08,2769.63,5.31,78.58,1801.11,84.54,1
67.32,2.77,17.28,219.4,2909.5,7.07,69.97,1183.7,65.63,0
74.74,0.97,21.86,224.66,2948.45,7.15,70.4,1039.32,50.13,0
70.02,5.03,20.61,209.51,2778.65,4.92,83.31,1094.44,80.87,1
41.34,3.11,16.15,215.97,2874.29,7.17,60.23,1045.86,55.64,0
49.98,1.22,19.44,210.85,2842.35,6.76,70.09,874.34,52.42,0
47.16,1.52,16.13,219.23,2977.65,6.77,69.02,60.29,41.22,0
41.09,3.4,16.32,214.55,2840.65,5.67,77.81,47.15,62.92,0
71.35,1.11,16.09,216.29,2754.53,7.48,61.24,569.11,59.62,0
69.42,2.6,19.47,215.26,2851.16,6.48,63.45,73.46,60.68,0
44.6,1.43,12.42,223.63,2940.1,7.19,65.42,220.85,66.48,0
55.33,3.03,13.15,216.33,2759.98,6.62,70.4,685.09,51.63,0
82.29,4.41,25.01,201.64,2737.41,4.77,74.93,2171.3,87.23,1
56.19,3.32,15.84,216.94,2946.27,7.55,69.98,215.76,56.37,0
47.35,1.98,10.24,220.07,2880.79,7.75,62.96,964.93,67.72,0
61.83,2.79,10.47,222.56,2904.88,6.91,71.24,1037.32,60.54,0
65.14,1.24,17.69,220.0,2790.67,6.91,73.89,598.67,40.42,0
51.99,1.31,21.6,218.37,2836.82,6.95,62.51,532.85,61.92,0
63.96,2.01,19.18,217.28,2787.35,7.12,63.1,1046.87,61.46,0
63.23,0.84,18.65,217.5,2973.52,7.8,60.99,984.77,41.32,0
79.42,3.85,20.44,207.29,2577.25,5.0,78.44,1970.59,85.76,1
55.5,3.35,12.95,217.98,2870.59,7.26,61.22,232.55,47.51,0
56.11,2.63,21.8,210.75,2774.17,7.3,65.07,221.16,41.38,0
43.16,2.32,11.08,224.39,2928.92,7.47,72.67,707.67,55.75,0
81.88,3.91,24.49,213.52,2590.98,5.26,75.97,1749.93,83.12,1
58.1,1.82,11.77,214.92,2858.5,5.72,63.97,717.87,65.75,0
56.02,2.78,12.47,220.64,2755.29,6.55,73.97,406.48,59.73,0
82.84,3.72,20.05,207.44,2621.41,5.97,74.34,1701.79,86.95,1
107.13,6.33,37.84,203.88,2119.71,3.97,112.76,2451.44,93.52,2
77.27,3.74,22.07,210.88,2607.46,4.5,84.01,1205.42,71.88,1
65.54,2.93,20.31,224.87,2823.51,7.28,62.08,488.17,69.68,0
72.77,2.04,21.4,218.04,2848.55,7.62,68.87,566.28,57.16,0
73.56,3.3,22.12,201.52,2723.04,4.62,81.13,2196.04,84.65,1
52.5,2.86,13.01,218.46,2839.64,7.14,64.33,229.91,72.14,0
114.99,9.81,29.41,201.3,2140.06,4.63,101.43,4043.24,91.78,2
45.38,3.27,19.09,220.98,2927.3,6.0,63.8,825.95,47.69,0
90.55,4.62,24.53,201.93,2712.55,6.46,86.77,1526.96,70.72,1
71.08,3.45,22.75,214.22,2585.3,6.03,75.52,2177.51,76.87,1
66.91,0.69,16.92,211.79,2759.12,5.63,75.01,141.57,41.58,0
103.87,6.78,26.87,188.03,2316.39,3.58,87.42,4348.92,96.33,2
53.37,1.12,11.46,219.23,2943.66,7.11,69.55,50.34,73.9,0
64.12,2.97,16.67,221.69,2754.05,7.55,60.72,1067.9,74.72,0
82.93,3.92,25.19,211.76,2740.82,5.95,76.86,1405.56,78.46,1
51.31,2.13,16.62,215.35,2861.83,7.91,66.79,309.87,48.52,0
63.23,3.4,10.61,223.36,2894.22,6.91,69.01,83.27,43.15,0
55.35,2.85,19.41,216.8,2948.05,7.6,71.79,274.11,49.59,0
104.34,8.93,28.38,188.19,2180.23,1.75,90.57,3660.55,98.23,2
70.71,1.3,11.55,223.33,2988.91,7.66,74.57,786.29,59.28,0
50.62,3.3,11.42,224.01,2920.97,6.83,60.59,570.72,54.27,0
63.95,3.15,12.44,223.1,2764.94,7.72,65.92,377.51,57.92,0
59.96,1.13,18.91,210.38,2838.71,7.45,70.15,313.39,64.32,0
87.27,4.74,24.54,204.13,2589.05,5.77,82.39,1215.23,82.69,1
57.89,1.98,16.93,222.98,2995.18,6.52,74.9,917.43,60.07,0
45.97,3.19,17.87,223.23,2871.32,6.86,76.54,1079.89,55.69,0
69.23,3.18,19.88,211.55,2806.86,5.51,65.46,130.33,56.55,0
56.7,0.89,12.83,223.99,2964.88,7.27,68.68,624.39,74.13,0
48.17,1.86,16.21,221.45,2861.83,7.47,71.13,135.72,45.47,0
45.92,3.43,20.24,217.47,2900.81,6.07,69.79,833.96,58.03,0
62.27,2.75,18.14,212.98,2873.5,7.48,68.56,643.95,66.99,0
45.09,3.13,16.34,217.01,2776.68,7.12,75.62,993.82,61.91,0
73.47,0.51,12.98,223.92,2983.03,7.3,73.78,109.78,57.99,0
52.38,2.99,19.47,214.62,2978.45,7.88,65.88,425.31,57.7,0
47.17,2.73,10.63,222.79,2799.55,7.69,66.35,867.22,51.17,0
43.94,0.78,14.0,215.6,2803.58,6.96,67.97,41.01,51.19,0
69.64,3.0,14.84,215.0,2872.98,6.93,64.29,952.75,57.03,0
43.39,1.93,21.9,221.56,2802.63,6.75,64.21,491.47,67.3,0
74.16,0.88,10.2,221.55,2951.79,5.8,64.78,21.06,50.27,0
52.13,3.42,21.76,214.02,2760.24,7.26,68.12,120.9,64.76,0
42.73,0.82,15.91,212.41,2994.57,5.9,68.77,436.95,62.38,0
97.96,6.0,29.33,203.8,2271.51,4.96,99.56,2447.91,98.37,2
73.08,1.35,15.53,220.07,2790.55,6.72,73.29,1040.23,61.92,0
50.91,2.08,10.79,224.59,2840.01,6.69,66.4,819.01,63.18,0
52.31,0.8,15.83,213.85,2821.22,6.27,74.45,646.99,50.9,0
50.18,1.91,20.29,214.57,2798.17,5.82,65.36,936.06,56.51,0
60.78,0.88,15.13,212.41,2925.09,7.4,61.9,607.37,68.51,0
49.19,2.01,18.93,217.55,2766.95,7.31,74.51,347.4,63.24,0
66.19,3.21,11.68,211.44,2856.14,7.83,69.76,632.95,44.94,0
85.71,4.72,21.77,200.15,2730.86,5.57,85.71,1985.67,85.18,1
64.79,0.7,16.99,215.19,2905.23,5.61,75.69,1168.19,73.91,0
118.82,9.92,31.21,192.02,2281.28,4.32,94.85,2522.65,86.27,2
58.02,0.8,10.19,224.46,2844.25,7.01,61.43,819.74,72.64,0
59.38,2.13,19.14,222.5,2860.11,6.26,64.67,233.55,42.02,0
60.41,2.28,14.26,210.78,2757.94,6.56,61.52,728.22,70.83,0
53.14,1.99,14.12,213.63,2849.63,5.55,73.9,205.13,41.54,0
70.59,5.25,25.48,211.71,2664.5,5.3,78.24,1078.83,74.11,1
79.9,3.33,21.11,214.24,2769.9,6.31,87.88,1249.98,76.4,1
63.43,1.15,17.09,223.7,2949.45,7.8,77.61,12.8,61.8,0
74.85,1.81,21.05,215.18,2763.68,6.01,67.54,263.56,40.01,0
51.23,1.08,13.71,224.62,2852.78,6.61,70.38,1180.01,48.46,0
61.21,3.05,10.54,221.01,2835.33,6.7,76.72,398.37,56.29,0
87.8,3.45,20.56,214.11,2615.17,6.21,86.09,1927.03,73.04,1
52.04,2.7,17.9,223.97,2955.25,6.92,71.83,1078.06,53.98,0
90.7,9.52,31.16,193.94,2103.55,4.37,95.79,3351.91,95.16,2
64.02,0.71,12.1,222.84,2806.79,7.59,65.03,771.46,64.3,0
52.68,2.48,15.65,212.98,2900.42,5.65,67.44,655.94,55.26,0
41.72,2.22,20.24,213.63,2969.07,5.55,73.18,1119.74,63.0,0
54.05,2.9,12.45,218.33,2933.27,7.04,63.38,426.46,67.43,0
68.91,2.39,19.41,218.98,2853.54,7.89,69.74,726.11,47.72,0
62.3,2.48,20.74,219.55,2903.48,5.67,69.33,180.2,65.81,0
41.97,1.96,20.95,219.16,2886.6,6.12,66.18,1022.46,59.57,0
74.08,2.13,13.3,220.64,2817.87,7.76,66.74,659.84,41.77,0
68.23,3.45,19.05,215.9,2897.66,7.15,61.41,653.4,64.83,0
47.17,2.89,18.86,210.96,2846.81,6.21,65.48,1179.54,62.5,0
79.51,4.94,26.75,203.06,2680.83,5.07,85.1,1693.11,81.42,1
70.62,5.09,22.56,212.62,2688.66,6.3,86.97,1010.92,71.36,1
73.7,1.53,17.59,223.98,2775.63,7.84,72.38,81.4,50.53,0
44.52,1.79,13.3,223.32,2760.15,7.78,74.99,357.08,67.63,0
72.45,2.12,20.1,217.81,2905.9,5.72,73.59,153.26,68.91,0
74.94,3.3,17.71,216.32,2909.04,7.46,62.13,491.89,69.39,0
84.52,5.48,25.3,206.63,2726.85,5.28,77.2,1716.22,86.71,1
60.98,1.76,15.18,210.81,2879.14,6.76,62.69,124.61,44.33,0
72.08,1.48,14.46,221.4,2834.71,7.88,73.28,716.92,70.83,0
53.7,1.74,18.35,210.05,2904.9,6.39,74.3,111.59,60.59,0
